,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.040992,0.05579,0.0,0.004115,0.016231,0.055788,0.327866
dr-ibt,500.0,0.073842,0.070816,2e-06,0.015892,0.053473,0.114941,0.363686
dr-ibt (tau=0),500.0,0.251662,0.04721,0.126706,0.222441,0.253407,0.284137,0.371543
dm,500.0,0.328172,0.024156,0.257982,0.312763,0.329943,0.345937,0.38235
dr,500.0,0.062433,0.096475,0.0,0.007259,0.030675,0.078191,0.800132
mrdr,500.0,0.057796,0.085771,0.0,0.005807,0.026337,0.07326,0.666961
dr-os (oracle),500.0,0.046842,0.055454,0.0,0.005144,0.024887,0.068747,0.275045
dr-os,500.0,0.049379,0.062595,0.0,0.005144,0.024887,0.068747,0.422606
switch-dr (oracle),500.0,0.033572,0.048456,0.0,0.002562,0.013769,0.043396,0.26955
switch-dr,500.0,0.062433,0.096475,0.0,0.007259,0.030675,0.078191,0.800132
