,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.039838,0.054208,0.0,0.002895,0.014537,0.058647,0.334247
dr-ibt,500.0,0.073679,0.068592,0.0,0.014577,0.054879,0.119093,0.351721
dr-ibt (tau=0),500.0,0.246326,0.049548,0.108401,0.215953,0.247588,0.281885,0.37213
dm,500.0,0.32597,0.02376,0.253712,0.31028,0.327211,0.343978,0.382948
dr,500.0,0.056909,0.079877,0.0,0.006011,0.029104,0.076468,0.696159
mrdr,500.0,0.050959,0.069979,1e-06,0.005704,0.02682,0.066751,0.663319
dr-os (oracle),500.0,0.045945,0.052395,0.0,0.006759,0.026581,0.06875,0.340786
dr-os,500.0,0.048335,0.059833,0.0,0.006759,0.026581,0.06875,0.449514
switch-dr (oracle),500.0,0.03674,0.048782,0.0,0.003149,0.016853,0.051624,0.340366
switch-dr,500.0,0.056909,0.079877,0.0,0.006011,0.029104,0.076468,0.696159
