,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.007433,0.008327,0.0,0.001196,0.004832,0.010383,0.04876
dr-ibt,500.0,0.009585,0.009034,0.0,0.002681,0.007267,0.013492,0.04896
dr-ibt (tau=0),500.0,0.084842,0.01062,0.057074,0.077284,0.08449,0.091616,0.118888
dm,500.0,0.095162,0.006514,0.077504,0.090468,0.095048,0.099552,0.112708
dr,500.0,0.007993,0.008405,0.0,0.001517,0.005216,0.011969,0.045031
mrdr,500.0,0.008312,0.008781,0.0,0.001381,0.00558,0.01218,0.055004
dr-os (oracle),500.0,0.012741,0.009695,0.0,0.005408,0.010433,0.017476,0.052406
dr-os,500.0,0.012741,0.009695,0.0,0.005408,0.010433,0.017476,0.052406
switch-dr (oracle),500.0,0.007316,0.007838,0.0,0.001226,0.004685,0.011899,0.042919
switch-dr,500.0,0.007506,0.007931,0.0,0.001407,0.004705,0.012102,0.042919
