,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.013205,0.016729,0.0,0.001459,0.005772,0.01889,0.09754
dr-ibt,500.0,0.021511,0.023766,0.0,0.004767,0.013748,0.030506,0.209428
dr-ibt (tau=0),500.0,0.087747,0.02116,0.036996,0.074429,0.086326,0.103065,0.171288
dm,500.0,0.094174,0.013415,0.056084,0.084629,0.094063,0.102399,0.142216
dr,500.0,0.017759,0.021574,0.0,0.00192,0.00933,0.028407,0.158678
mrdr,500.0,0.021521,0.02783,0.0,0.00289,0.011684,0.030132,0.224169
dr-os (oracle),500.0,0.019782,0.019509,1e-06,0.003508,0.013907,0.031463,0.103568
dr-os,500.0,0.01988,0.019832,1e-06,0.003508,0.013907,0.031576,0.111236
switch-dr (oracle),500.0,0.015348,0.019123,0.0,0.001599,0.007917,0.022372,0.108872
switch-dr,500.0,0.017954,0.021407,0.0,0.002741,0.009709,0.028281,0.12913
