,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.016272,0.022871,0.0,0.001205,0.007034,0.021832,0.150658
dr-ibt,500.0,0.030315,0.032417,4e-06,0.004344,0.018972,0.047031,0.166604
dr-ibt (tau=0),500.0,0.20813,0.034726,0.105025,0.183976,0.208262,0.232819,0.308124
dm,500.0,0.332026,0.012264,0.295958,0.323752,0.331668,0.340819,0.362248
dr,500.0,0.023116,0.032395,0.0,0.002286,0.010578,0.034168,0.316329
mrdr,500.0,0.021272,0.029844,1e-06,0.002138,0.010572,0.029534,0.242066
dr-os (oracle),500.0,0.025017,0.030533,1e-06,0.00308,0.013078,0.036236,0.175812
dr-os,500.0,0.025026,0.030568,1e-06,0.00308,0.013078,0.036236,0.175812
switch-dr (oracle),500.0,0.015427,0.022606,0.0,0.000832,0.006004,0.020757,0.158056
switch-dr,500.0,0.023116,0.032395,0.0,0.002286,0.010578,0.034168,0.316329
