,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.041632,0.056396,0.0,0.004082,0.019069,0.057663,0.375438
dr-ibt,500.0,0.078426,0.071488,0.0,0.022454,0.060288,0.115956,0.385669
dr-ibt (tau=0),500.0,0.254541,0.048689,0.08756,0.223585,0.256687,0.288434,0.382831
dm,500.0,0.330605,0.023668,0.24146,0.316668,0.331252,0.346963,0.388265
dr,500.0,0.057772,0.079196,4e-06,0.006201,0.028565,0.078335,0.559897
mrdr,500.0,0.055664,0.078255,0.0,0.005216,0.025901,0.075401,0.647701
dr-os (oracle),500.0,0.048458,0.05785,0.0,0.005735,0.027445,0.071751,0.385303
dr-os,500.0,0.04974,0.060787,0.0,0.005735,0.027445,0.071751,0.386378
switch-dr (oracle),500.0,0.034631,0.052383,1e-06,0.002779,0.012645,0.044693,0.380629
switch-dr,500.0,0.057772,0.079196,4e-06,0.006201,0.028565,0.078335,0.559897
