,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.003297,0.005233,0.0,0.000153,0.000899,0.004196,0.032353
dr-ibt,500.0,0.003792,0.005238,0.0,0.000442,0.001721,0.004879,0.030797
dr-ibt (tau=0),500.0,0.007034,0.007561,0.0,0.001686,0.004614,0.010017,0.048844
dm,500.0,0.338207,0.005014,0.325474,0.334797,0.338113,0.341553,0.352704
dr,500.0,0.005989,0.008072,0.0,0.000752,0.003057,0.008065,0.050309
mrdr,500.0,0.002993,0.00417,0.0,0.000325,0.001357,0.004053,0.033548
dr-os (oracle),500.0,0.012495,0.012944,0.0,0.002474,0.008304,0.01898,0.077179
dr-os,500.0,0.012495,0.012944,0.0,0.002474,0.008304,0.01898,0.077179
switch-dr (oracle),500.0,0.004419,0.006698,0.0,0.000367,0.001814,0.005524,0.046758
switch-dr,500.0,0.005989,0.008072,0.0,0.000752,0.003057,0.008065,0.050309
