,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.024859,0.028679,0.0,0.003567,0.014311,0.035944,0.154043
dr-ibt,500.0,0.037564,0.040921,0.0,0.008049,0.022914,0.054201,0.258286
dr-ibt (tau=0),500.0,0.058836,0.033813,0.00118,0.034348,0.053926,0.078957,0.170714
dm,500.0,0.092995,0.023367,0.031514,0.077861,0.091149,0.107126,0.168597
dr,500.0,0.034259,0.042243,0.0,0.003815,0.01766,0.050612,0.225223
mrdr,500.0,0.044802,0.058955,1e-06,0.004703,0.020496,0.061204,0.384659
dr-os (oracle),500.0,0.0299,0.031804,0.0,0.004143,0.018383,0.045806,0.145612
dr-os,500.0,0.033872,0.040853,0.0,0.004143,0.018867,0.049308,0.309886
switch-dr (oracle),500.0,0.02268,0.027706,0.0,0.001876,0.010318,0.035327,0.133791
switch-dr,500.0,0.036045,0.046014,0.0,0.004226,0.018376,0.04942,0.282492
