,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.015723,0.022277,0.0,0.001727,0.007498,0.019683,0.195917
dr-ibt,500.0,0.028486,0.031645,0.0,0.004918,0.016725,0.043629,0.205252
dr-ibt (tau=0),500.0,0.206506,0.035921,0.100989,0.181894,0.208275,0.22924,0.326597
dm,500.0,0.333456,0.012778,0.288319,0.32527,0.333064,0.342954,0.367881
dr,500.0,0.022539,0.029513,0.0,0.002354,0.011964,0.031639,0.213439
mrdr,500.0,0.01934,0.0274,1e-06,0.002104,0.007992,0.02712,0.234744
dr-os (oracle),500.0,0.022815,0.028952,0.0,0.002399,0.011629,0.031382,0.217102
dr-os,500.0,0.022815,0.028952,0.0,0.002399,0.011629,0.031382,0.217102
switch-dr (oracle),500.0,0.014933,0.022402,0.0,0.001226,0.005532,0.019164,0.198931
switch-dr,500.0,0.022539,0.029513,0.0,0.002354,0.011964,0.031639,0.213439
