,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.015082,0.019934,0.0,0.001378,0.007176,0.020634,0.117667
dr-ibt,500.0,0.024022,0.024973,0.0,0.004454,0.015321,0.037309,0.133816
dr-ibt (tau=0),500.0,0.080292,0.02246,0.029918,0.063898,0.078125,0.093978,0.157512
dm,500.0,0.095253,0.013469,0.060046,0.086278,0.094757,0.103578,0.13595
dr,500.0,0.017625,0.021643,0.0,0.002054,0.009848,0.026305,0.174982
mrdr,500.0,0.022824,0.028417,0.0,0.002831,0.011961,0.031546,0.161607
dr-os (oracle),500.0,0.020148,0.020809,0.0,0.003742,0.013731,0.031053,0.116245
dr-os,500.0,0.020312,0.021533,0.0,0.003742,0.013731,0.031053,0.13932
switch-dr (oracle),500.0,0.013729,0.018306,0.0,0.000952,0.005762,0.020578,0.105364
switch-dr,500.0,0.016022,0.019971,0.0,0.001783,0.008151,0.023386,0.122358
