,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.0088,0.009299,0.0,0.001894,0.005848,0.013116,0.051931
dr-ibt,500.0,0.011264,0.010217,2e-06,0.003912,0.008325,0.015752,0.065179
dr-ibt (tau=0),500.0,0.089679,0.011164,0.050216,0.082536,0.089316,0.097155,0.125228
dm,500.0,0.098636,0.006982,0.073329,0.093452,0.098707,0.103608,0.119332
dr,500.0,0.008893,0.009392,0.0,0.001936,0.005764,0.012573,0.060291
mrdr,500.0,0.009089,0.01022,1e-06,0.001621,0.00616,0.01262,0.068226
dr-os (oracle),500.0,0.015824,0.010222,0.000292,0.008014,0.014415,0.021788,0.053738
dr-os,500.0,0.015824,0.010222,0.000292,0.008014,0.014415,0.021788,0.053738
switch-dr (oracle),500.0,0.007946,0.007971,0.0,0.001722,0.005474,0.012267,0.046646
switch-dr,500.0,0.008141,0.008073,0.0,0.001733,0.005533,0.012377,0.047592
