,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.014578,0.018446,0.0,0.001884,0.008295,0.018531,0.107669
dr-ibt,500.0,0.029278,0.028939,0.0,0.006103,0.020939,0.045161,0.136942
dr-ibt (tau=0),500.0,0.207709,0.034344,0.100471,0.184858,0.208506,0.232906,0.312374
dm,500.0,0.329205,0.011837,0.291378,0.321199,0.3301,0.337197,0.357242
dr,500.0,0.022528,0.028401,2e-06,0.00305,0.012063,0.030837,0.169563
mrdr,500.0,0.019782,0.025393,2e-06,0.002347,0.008966,0.029121,0.143049
dr-os (oracle),500.0,0.023957,0.026099,0.0,0.003575,0.015234,0.034609,0.141928
dr-os,500.0,0.023957,0.026099,0.0,0.003575,0.015234,0.034609,0.141928
switch-dr (oracle),500.0,0.014364,0.019414,0.0,0.00103,0.006536,0.01965,0.103743
switch-dr,500.0,0.022528,0.028401,2e-06,0.00305,0.012063,0.030837,0.169563
