,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.014259,0.018508,1e-06,0.001106,0.006002,0.020702,0.101105
dr-ibt,500.0,0.022787,0.024483,0.0,0.003604,0.01489,0.035567,0.134363
dr-ibt (tau=0),500.0,0.080017,0.023182,0.02227,0.065012,0.079672,0.09503,0.163288
dm,500.0,0.09505,0.013606,0.057425,0.085099,0.094516,0.103308,0.145976
dr,500.0,0.017179,0.022383,0.0,0.001929,0.00819,0.025042,0.15986
mrdr,500.0,0.020845,0.027472,0.0,0.002376,0.009982,0.02844,0.178456
dr-os (oracle),500.0,0.019652,0.020715,0.0,0.004094,0.012823,0.028081,0.108434
dr-os,500.0,0.019779,0.021194,0.0,0.004094,0.012823,0.028081,0.123926
switch-dr (oracle),500.0,0.014146,0.017279,0.0,0.001206,0.006556,0.021714,0.082374
switch-dr,500.0,0.017017,0.019899,0.0,0.002171,0.009546,0.025157,0.102952
