,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.013623,0.019597,0.0,0.000966,0.004838,0.018239,0.098788
dr-ibt,500.0,0.021853,0.025046,0.0,0.004342,0.013677,0.028921,0.15526
dr-ibt (tau=0),500.0,0.075733,0.022375,0.023051,0.059646,0.074448,0.090009,0.150643
dm,500.0,0.091331,0.013126,0.053178,0.081523,0.091425,0.100651,0.132518
dr,500.0,0.016529,0.021643,0.0,0.002075,0.008619,0.022222,0.135417
mrdr,500.0,0.019706,0.02766,0.0,0.002454,0.009481,0.025839,0.186098
dr-os (oracle),500.0,0.017169,0.018568,0.0,0.002872,0.01158,0.02476,0.102018
dr-os,500.0,0.01723,0.018851,0.0,0.002872,0.01158,0.02476,0.11895
switch-dr (oracle),500.0,0.013215,0.017785,0.0,0.001078,0.005694,0.018075,0.106526
switch-dr,500.0,0.015646,0.020641,0.0,0.001725,0.007612,0.020848,0.146022
