,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.02728,0.032349,0.0,0.002919,0.01524,0.040716,0.179428
dr-ibt,500.0,0.041348,0.048476,0.0,0.006196,0.02462,0.059399,0.346434
dr-ibt (tau=0),500.0,0.062123,0.036642,0.001246,0.034455,0.057422,0.081829,0.201777
dm,500.0,0.095,0.022554,0.031503,0.079393,0.093472,0.108353,0.183352
dr,500.0,0.036141,0.049068,0.0,0.003595,0.019082,0.049369,0.401707
mrdr,500.0,0.038887,0.051257,2e-06,0.004716,0.019003,0.054497,0.311143
dr-os (oracle),500.0,0.031211,0.032129,1e-06,0.005599,0.020057,0.049914,0.157661
dr-os,500.0,0.035937,0.042051,1e-06,0.005599,0.02115,0.054102,0.246939
switch-dr (oracle),500.0,0.022833,0.027264,0.0,0.002294,0.011914,0.034403,0.135999
switch-dr,500.0,0.037553,0.048079,0.0,0.004752,0.01948,0.054329,0.366247
