,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.015015,0.02195,0.0,0.001539,0.007224,0.018668,0.159195
dr-ibt,500.0,0.028109,0.031339,0.0,0.003579,0.017365,0.040898,0.191308
dr-ibt (tau=0),500.0,0.200315,0.035189,0.092641,0.175743,0.200235,0.22523,0.296805
dm,500.0,0.323746,0.012296,0.282369,0.315237,0.323761,0.332314,0.359171
dr,500.0,0.023844,0.033434,1e-06,0.002805,0.011862,0.030554,0.287225
mrdr,500.0,0.02106,0.029243,0.0,0.001979,0.00966,0.027383,0.195415
dr-os (oracle),500.0,0.022534,0.027953,0.0,0.002784,0.011858,0.0325,0.167455
dr-os,500.0,0.022534,0.027953,0.0,0.002784,0.011858,0.0325,0.167455
switch-dr (oracle),500.0,0.013941,0.020942,0.0,0.001177,0.006223,0.01814,0.15104
switch-dr,500.0,0.023844,0.033434,1e-06,0.002805,0.011862,0.030554,0.287225
