,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.016083,0.022476,0.0,0.001609,0.007293,0.021437,0.151821
dr-ibt,500.0,0.029287,0.032939,0.0,0.00374,0.017397,0.044368,0.173507
dr-ibt (tau=0),500.0,0.20224,0.035957,0.083641,0.175214,0.202323,0.226429,0.303544
dm,500.0,0.328967,0.013111,0.291128,0.320448,0.329662,0.337782,0.36429
dr,500.0,0.023014,0.030479,1e-06,0.002776,0.012259,0.031243,0.272715
mrdr,500.0,0.021608,0.03058,0.0,0.002217,0.01041,0.027335,0.282728
dr-os (oracle),500.0,0.023832,0.029804,1e-06,0.00244,0.010877,0.035839,0.16238
dr-os,500.0,0.023861,0.029914,1e-06,0.00244,0.010877,0.035839,0.16238
switch-dr (oracle),500.0,0.014638,0.022601,1e-06,0.000827,0.004885,0.018624,0.144276
switch-dr,500.0,0.023014,0.030479,1e-06,0.002776,0.012259,0.031243,0.272715
