,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.007711,0.008126,3e-06,0.0019,0.005063,0.01087,0.045483
dr-ibt,500.0,0.010136,0.008992,0.0,0.003299,0.007959,0.014284,0.047502
dr-ibt (tau=0),500.0,0.087162,0.011497,0.04661,0.079924,0.086563,0.094876,0.119833
dm,500.0,0.097386,0.006627,0.079477,0.092811,0.096988,0.101685,0.119145
dr,500.0,0.008447,0.008733,0.0,0.0019,0.00583,0.012186,0.053533
mrdr,500.0,0.008273,0.008997,0.0,0.001609,0.005107,0.012336,0.049722
dr-os (oracle),500.0,0.014343,0.009818,1e-06,0.006563,0.013271,0.020626,0.050873
dr-os,500.0,0.014343,0.009818,1e-06,0.006563,0.013271,0.020626,0.050873
switch-dr (oracle),500.0,0.007869,0.007513,0.0,0.001616,0.005844,0.012539,0.043681
switch-dr,500.0,0.007997,0.007555,0.0,0.001806,0.005886,0.012639,0.043681
