,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.007992,0.008291,0.0,0.001605,0.00585,0.010998,0.050041
dr-ibt,500.0,0.010205,0.009353,0.0,0.003,0.007888,0.014652,0.060873
dr-ibt (tau=0),500.0,0.084356,0.010971,0.054724,0.076236,0.08417,0.092498,0.112842
dm,500.0,0.093283,0.006478,0.074696,0.088429,0.093317,0.097642,0.111518
dr,500.0,0.007487,0.008087,0.0,0.001582,0.004761,0.01098,0.048005
mrdr,500.0,0.007272,0.008077,0.0,0.00141,0.004553,0.011163,0.074537
dr-os (oracle),500.0,0.01368,0.010105,0.0,0.005996,0.011873,0.0187,0.05494
dr-os,500.0,0.01368,0.010105,0.0,0.005996,0.011873,0.0187,0.05494
switch-dr (oracle),500.0,0.007248,0.008272,0.0,0.001057,0.004307,0.010669,0.049275
switch-dr,500.0,0.007458,0.008392,0.0,0.001341,0.00449,0.010993,0.049275
