,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.041456,0.063617,1e-06,0.003098,0.014991,0.052515,0.389887
dr-ibt,500.0,0.07604,0.073768,0.0,0.019225,0.054927,0.116676,0.390989
dr-ibt (tau=0),500.0,0.254374,0.049897,0.111591,0.219298,0.253537,0.290291,0.389887
dm,500.0,0.330819,0.024947,0.233617,0.315508,0.332756,0.348403,0.386496
dr,500.0,0.062,0.092878,0.0,0.005166,0.027935,0.075967,0.794195
mrdr,500.0,0.059389,0.083673,3e-06,0.005279,0.02312,0.077242,0.606386
dr-os (oracle),500.0,0.049909,0.063398,2e-06,0.007091,0.026086,0.070621,0.386496
dr-os,500.0,0.051803,0.068137,2e-06,0.007091,0.026086,0.070621,0.42738
switch-dr (oracle),500.0,0.037179,0.058605,0.0,0.002765,0.014156,0.048439,0.386496
switch-dr,500.0,0.062,0.092878,0.0,0.005166,0.027935,0.075967,0.794195
