,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.03878,0.051748,1e-06,0.003286,0.016512,0.053717,0.27533
dr-ibt,500.0,0.071786,0.06606,1e-06,0.017894,0.053387,0.112341,0.312561
dr-ibt (tau=0),500.0,0.244797,0.04601,0.11372,0.213992,0.246482,0.275746,0.36517
dm,500.0,0.320838,0.022399,0.243764,0.305735,0.322276,0.336758,0.372957
dr,500.0,0.059231,0.084603,0.0,0.005854,0.027642,0.076971,0.642369
mrdr,500.0,0.054264,0.073167,0.0,0.006349,0.028178,0.073098,0.57754
dr-os (oracle),500.0,0.044555,0.053404,1e-06,0.006514,0.025765,0.061227,0.282818
dr-os,500.0,0.045408,0.055509,1e-06,0.006514,0.025765,0.061227,0.299956
switch-dr (oracle),500.0,0.030689,0.047465,0.0,0.002072,0.01108,0.037404,0.275752
switch-dr,500.0,0.059231,0.084603,0.0,0.005854,0.027642,0.076971,0.642369
