,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.034393,0.031366,0.0,0.010343,0.025893,0.047355,0.146702
dr-ibt,500.0,0.045251,0.037664,1e-06,0.016433,0.036148,0.062485,0.242105
dr-ibt (tau=0),500.0,0.049635,0.044607,1.1e-05,0.018124,0.036742,0.069454,0.273903
dm,500.0,0.183842,0.035167,0.101753,0.158058,0.184355,0.2057,0.307856
dr,500.0,0.044007,0.038087,2e-06,0.013365,0.036121,0.064219,0.222619
mrdr,500.0,0.045554,0.042275,0.0,0.014915,0.03576,0.062498,0.270755
dr-os (oracle),500.0,0.047077,0.038925,4e-06,0.016988,0.038393,0.064845,0.228431
dr-os,500.0,0.047243,0.039823,4e-06,0.016988,0.038393,0.064845,0.304852
switch-dr (oracle),500.0,0.049524,0.039117,2e-06,0.019547,0.040923,0.073989,0.195061
switch-dr,500.0,0.051607,0.041202,6e-06,0.020935,0.042265,0.075454,0.234712
