,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002871,0.006722,0.0,1.9e-05,0.000286,0.002003,0.059289
dr-ibt,500.0,0.005887,0.009122,0.0,0.000626,0.002484,0.006913,0.070656
dr-ibt (tau=0),500.0,0.008503,0.013132,0.0,0.000851,0.003721,0.009892,0.103096
dm,500.0,0.32869,0.041126,0.207921,0.301552,0.327986,0.35369,0.482312
dr,500.0,0.01657,0.022781,0.0,0.001648,0.007605,0.021511,0.163897
mrdr,500.0,0.008768,0.012656,0.0,0.000885,0.00385,0.011285,0.09075
dr-os (oracle),500.0,0.016035,0.021773,0.0,0.001669,0.007106,0.021452,0.154082
dr-os,500.0,0.016141,0.022066,0.0,0.001669,0.007106,0.021452,0.154082
switch-dr (oracle),500.0,0.009951,0.01625,0.0,0.00076,0.003341,0.011847,0.093704
switch-dr,500.0,0.01657,0.022781,0.0,0.001648,0.007605,0.021511,0.163897
