,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000439,0.001279,0.0,2e-06,1.2e-05,0.000178,0.009843
dr-ibt,500.0,0.001597,0.002549,0.0,0.000128,0.000659,0.001893,0.018209
dr-ibt (tau=0),500.0,0.002074,0.002598,0.0,0.000237,0.001073,0.002999,0.022532
dm,500.0,0.386246,0.025579,0.306295,0.368575,0.387376,0.403777,0.462739
dr,500.0,0.005689,0.008,0.0,0.000635,0.002662,0.007236,0.059305
mrdr,500.0,0.002512,0.003617,0.0,0.000254,0.001103,0.003357,0.030259
dr-os (oracle),500.0,0.005688,0.007962,0.0,0.000644,0.002717,0.00739,0.055405
dr-os,500.0,0.005688,0.007962,0.0,0.000644,0.002717,0.00739,0.055405
switch-dr (oracle),500.0,0.004173,0.006587,0.0,0.000243,0.001358,0.005675,0.052241
switch-dr,500.0,0.005689,0.008,0.0,0.000635,0.002662,0.007236,0.059305
