,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002642,0.008203,0.0,1e-05,0.000176,0.001314,0.088692
dr-ibt,500.0,0.005377,0.009513,0.0,0.000526,0.001973,0.005956,0.089319
dr-ibt (tau=0),500.0,0.008261,0.015375,0.0,0.000698,0.003349,0.009507,0.188612
dm,500.0,0.320283,0.042305,0.209785,0.288969,0.31933,0.347586,0.464413
dr,500.0,0.014505,0.020894,0.0,0.001531,0.007067,0.019329,0.123501
mrdr,500.0,0.007564,0.012184,0.0,0.000736,0.003177,0.00937,0.098076
dr-os (oracle),500.0,0.013827,0.019495,0.0,0.001622,0.006723,0.018525,0.11643
dr-os,500.0,0.014244,0.020547,0.0,0.001622,0.006723,0.018525,0.116779
switch-dr (oracle),500.0,0.009548,0.016446,0.0,0.000665,0.003465,0.009841,0.114969
switch-dr,500.0,0.014505,0.020894,0.0,0.001531,0.007067,0.019329,0.123501
