,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00261,0.00605,0.0,9e-06,0.000244,0.0019,0.043424
dr-ibt,500.0,0.005431,0.008172,0.0,0.000512,0.002219,0.00689,0.069177
dr-ibt (tau=0),500.0,0.007607,0.011896,1e-06,0.000612,0.002607,0.009905,0.085784
dm,500.0,0.322211,0.041131,0.209259,0.295692,0.31914,0.347546,0.452261
dr,500.0,0.014153,0.018503,0.0,0.001958,0.006741,0.019938,0.123574
mrdr,500.0,0.008078,0.010532,0.0,0.000884,0.004021,0.011148,0.068442
dr-os (oracle),500.0,0.013613,0.017456,0.0,0.001813,0.00669,0.019595,0.117382
dr-os,500.0,0.013914,0.018108,0.0,0.001813,0.00669,0.019624,0.117382
switch-dr (oracle),500.0,0.009689,0.014681,0.0,0.000616,0.003543,0.01287,0.10769
switch-dr,500.0,0.014153,0.018503,0.0,0.001958,0.006741,0.019938,0.123574
