,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.022974,0.013702,4e-06,0.012108,0.021801,0.031716,0.069251
dr-ibt,500.0,0.034309,0.010572,0.009047,0.026613,0.033202,0.040928,0.068386
dr-ibt (tau=0),500.0,0.030335,0.023516,3e-05,0.012108,0.024404,0.042862,0.12731
dm,500.0,0.190524,0.009418,0.166456,0.184609,0.190179,0.196553,0.217755
dr,500.0,0.034333,0.009873,0.008608,0.027396,0.033757,0.041118,0.067501
mrdr,500.0,0.033851,0.00932,0.008697,0.027661,0.033191,0.039508,0.071747
dr-os (oracle),500.0,0.036155,0.01023,0.009819,0.028547,0.035676,0.042345,0.072711
dr-os,500.0,0.036155,0.01023,0.009819,0.028547,0.035676,0.042345,0.072711
switch-dr (oracle),500.0,0.03448,0.010404,0.01052,0.027618,0.03303,0.040861,0.070285
switch-dr,500.0,0.034586,0.010456,0.01052,0.027688,0.033124,0.041108,0.070285
