,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.023796,0.013544,0.0,0.013676,0.023235,0.032654,0.060186
dr-ibt,500.0,0.034473,0.01078,0.008172,0.026399,0.033925,0.04094,0.069865
dr-ibt (tau=0),500.0,0.032818,0.025491,0.0,0.013886,0.026451,0.046411,0.150934
dm,500.0,0.192431,0.010453,0.153717,0.185498,0.19197,0.199299,0.224592
dr,500.0,0.035063,0.010612,0.009573,0.027762,0.033863,0.041315,0.074278
mrdr,500.0,0.03475,0.009788,0.009476,0.028251,0.034056,0.040587,0.066343
dr-os (oracle),500.0,0.035739,0.010456,0.010052,0.028317,0.034787,0.042408,0.068156
dr-os,500.0,0.035739,0.010456,0.010052,0.028317,0.034787,0.042408,0.068156
switch-dr (oracle),500.0,0.034247,0.009903,0.010569,0.027335,0.032614,0.041101,0.067839
switch-dr,500.0,0.034376,0.009958,0.010569,0.027414,0.032915,0.041164,0.068717
