,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002388,0.006122,0.0,1.2e-05,0.000159,0.001922,0.066537
dr-ibt,500.0,0.005252,0.008419,0.0,0.000422,0.002077,0.006648,0.071742
dr-ibt (tau=0),500.0,0.00788,0.012452,0.0,0.000621,0.003579,0.009518,0.098311
dm,500.0,0.33139,0.040811,0.203124,0.30599,0.330844,0.358101,0.447585
dr,500.0,0.015223,0.021219,0.0,0.001751,0.007961,0.019735,0.181014
mrdr,500.0,0.007291,0.009659,0.0,0.000997,0.003381,0.009678,0.082507
dr-os (oracle),500.0,0.014793,0.020195,0.0,0.001584,0.00787,0.019489,0.172763
dr-os,500.0,0.014998,0.020785,0.0,0.001584,0.00787,0.019489,0.172763
switch-dr (oracle),500.0,0.010107,0.016033,0.0,0.000585,0.003611,0.012121,0.119429
switch-dr,500.0,0.015223,0.021219,0.0,0.001751,0.007961,0.019735,0.181014
