,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.026373,0.019961,0.0,0.011087,0.022133,0.037356,0.108203
dr-ibt,500.0,0.038441,0.022709,0.000271,0.021501,0.035028,0.051539,0.133162
dr-ibt (tau=0),500.0,0.043099,0.039321,2e-06,0.014415,0.033272,0.058131,0.249274
dm,500.0,0.189948,0.019633,0.136941,0.175674,0.188402,0.202952,0.245334
dr,500.0,0.039926,0.02308,2e-06,0.022329,0.036997,0.052421,0.135539
mrdr,500.0,0.040541,0.027014,0.001152,0.020423,0.035914,0.05335,0.162135
dr-os (oracle),500.0,0.040293,0.021294,0.002886,0.022962,0.0379,0.054487,0.123961
dr-os,500.0,0.040293,0.021294,0.002886,0.022962,0.0379,0.054487,0.123961
switch-dr (oracle),500.0,0.038992,0.021645,0.000735,0.023319,0.035749,0.051198,0.138795
switch-dr,500.0,0.039449,0.021785,0.000735,0.023562,0.036136,0.051767,0.138795
