,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000364,0.001062,0.0,1e-06,1.2e-05,0.000147,0.011883
dr-ibt,500.0,0.001583,0.002383,0.0,0.000141,0.000737,0.001926,0.015522
dr-ibt (tau=0),500.0,0.002144,0.002894,0.0,0.000239,0.001112,0.002923,0.031193
dm,500.0,0.378847,0.024772,0.302634,0.362805,0.380389,0.394963,0.449316
dr,500.0,0.005505,0.008458,0.0,0.000458,0.002385,0.007004,0.056608
mrdr,500.0,0.002542,0.003624,0.0,0.000295,0.001179,0.00327,0.032342
dr-os (oracle),500.0,0.005399,0.008199,0.0,0.000433,0.002247,0.006627,0.052682
dr-os,500.0,0.005399,0.008199,0.0,0.000433,0.002247,0.006627,0.052682
switch-dr (oracle),500.0,0.003536,0.00602,0.0,0.000201,0.001151,0.003883,0.046411
switch-dr,500.0,0.005505,0.008458,0.0,0.000458,0.002385,0.007004,0.056608
