,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,4.4e-05,0.000137,0.0,1e-06,5e-06,2.3e-05,0.001753
dr-ibt,500.0,0.001078,0.001512,0.0,0.00011,0.000494,0.001475,0.011651
dr-ibt (tau=0),500.0,0.004424,0.004055,0.0,0.000831,0.003287,0.007216,0.016547
dm,500.0,0.377993,0.012478,0.341567,0.369265,0.378472,0.386444,0.421421
dr,500.0,0.001237,0.001726,0.0,0.000136,0.000525,0.001623,0.011038
mrdr,500.0,0.000304,0.000407,0.0,3.3e-05,0.000163,0.000412,0.00308
dr-os (oracle),500.0,0.001193,0.001678,0.0,0.000111,0.000569,0.001487,0.012077
dr-os,500.0,0.001193,0.001678,0.0,0.000111,0.000569,0.001487,0.012077
switch-dr (oracle),500.0,0.000807,0.001365,0.0,4.4e-05,0.000259,0.000868,0.011038
switch-dr,500.0,0.001237,0.001726,0.0,0.000136,0.000525,0.001623,0.011038
