,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.038768,0.030367,0.0,0.015194,0.031329,0.055683,0.159485
dr-ibt,500.0,0.046677,0.035683,3.2e-05,0.017079,0.03876,0.068585,0.20204
dr-ibt (tau=0),500.0,0.051738,0.035238,5.2e-05,0.025633,0.045621,0.068443,0.233647
dm,500.0,0.189318,0.03511,0.090584,0.163298,0.187692,0.210737,0.317877
dr,500.0,0.048156,0.04279,1e-06,0.014714,0.036549,0.069546,0.302948
mrdr,500.0,0.049026,0.044377,7e-06,0.014389,0.036317,0.071494,0.235177
dr-os (oracle),500.0,0.046386,0.037739,1.3e-05,0.016475,0.038351,0.065952,0.215145
dr-os,500.0,0.046446,0.037985,1.3e-05,0.016475,0.038351,0.065952,0.234528
switch-dr (oracle),500.0,0.044017,0.036367,1e-06,0.016481,0.036218,0.062837,0.229871
switch-dr,500.0,0.045992,0.0381,1e-06,0.016595,0.038253,0.065445,0.229871
