,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.02859,0.031385,0.0,0.00496,0.018331,0.042218,0.192709
dr-ibt,500.0,0.044893,0.038908,0.0,0.015143,0.034777,0.06805,0.224154
dr-ibt (tau=0),500.0,0.059757,0.064089,2e-06,0.012662,0.040217,0.084186,0.360731
dm,500.0,0.17995,0.035215,0.084053,0.156855,0.17622,0.203258,0.296201
dr,500.0,0.045087,0.040253,1e-06,0.014296,0.03634,0.065326,0.232918
mrdr,500.0,0.045438,0.041399,2e-06,0.012743,0.036385,0.067392,0.267779
dr-os (oracle),500.0,0.044351,0.037162,1e-06,0.014291,0.035291,0.066364,0.186961
dr-os,500.0,0.044403,0.037274,1e-06,0.014291,0.035291,0.066364,0.195097
switch-dr (oracle),500.0,0.042426,0.037194,1e-06,0.013895,0.034069,0.06105,0.220964
switch-dr,500.0,0.044256,0.038765,1e-06,0.014121,0.035213,0.063439,0.220964
