,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001858,0.004601,0.0,1.2e-05,0.000174,0.001404,0.043889
dr-ibt,500.0,0.005011,0.007439,0.0,0.000533,0.002208,0.006524,0.061813
dr-ibt (tau=0),500.0,0.007397,0.0127,0.0,0.000727,0.002885,0.009192,0.1397
dm,500.0,0.319022,0.039767,0.204955,0.290802,0.318574,0.342961,0.462122
dr,500.0,0.01259,0.018389,0.0,0.001294,0.006113,0.015889,0.129105
mrdr,500.0,0.007507,0.010497,0.0,0.000684,0.003427,0.010722,0.09162
dr-os (oracle),500.0,0.011842,0.016244,0.0,0.001269,0.006016,0.015502,0.090829
dr-os,500.0,0.01229,0.01778,0.0,0.001269,0.006016,0.015502,0.122705
switch-dr (oracle),500.0,0.007894,0.011998,0.0,0.000624,0.002953,0.009859,0.089087
switch-dr,500.0,0.01259,0.018389,0.0,0.001294,0.006113,0.015889,0.129105
