,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.1e-05,0.000182,0.0,1e-06,6e-06,3.6e-05,0.001635
dr-ibt,500.0,0.001268,0.0017,0.0,0.000121,0.000576,0.001623,0.010516
dr-ibt (tau=0),500.0,0.00463,0.004451,0.0,0.000809,0.003356,0.007491,0.023134
dm,500.0,0.38813,0.012256,0.353851,0.379587,0.388547,0.395856,0.428207
dr,500.0,0.001363,0.001851,0.0,0.000129,0.000642,0.001876,0.011461
mrdr,500.0,0.000365,0.000469,0.0,4.3e-05,0.000178,0.000525,0.002848
dr-os (oracle),500.0,0.001278,0.001705,0.0,0.000122,0.000627,0.001711,0.010007
dr-os,500.0,0.001278,0.001705,0.0,0.000122,0.000627,0.001711,0.010007
switch-dr (oracle),500.0,0.000822,0.001305,0.0,4.7e-05,0.000284,0.001082,0.011461
switch-dr,500.0,0.001363,0.001851,0.0,0.000129,0.000642,0.001876,0.011461
