,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001902,0.00524,0.0,1.5e-05,0.000177,0.001131,0.059542
dr-ibt,500.0,0.005306,0.008346,0.0,0.000573,0.002315,0.006211,0.083914
dr-ibt (tau=0),500.0,0.006625,0.010363,0.0,0.000803,0.002698,0.007346,0.084515
dm,500.0,0.323738,0.041123,0.213011,0.296264,0.323941,0.352202,0.470322
dr,500.0,0.015847,0.022221,0.0,0.00178,0.006982,0.020511,0.17478
mrdr,500.0,0.007575,0.01146,0.0,0.000661,0.003444,0.0096,0.075184
dr-os (oracle),500.0,0.015335,0.021508,0.0,0.001685,0.006891,0.021162,0.176766
dr-os,500.0,0.015361,0.0216,0.0,0.001685,0.006891,0.021162,0.176766
switch-dr (oracle),500.0,0.009323,0.015722,0.0,0.000865,0.003797,0.011379,0.17478
switch-dr,500.0,0.015847,0.022221,0.0,0.00178,0.006982,0.020511,0.17478
