,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,6.1e-05,0.000187,0.0,1e-06,5e-06,2.9e-05,0.001551
dr-ibt,500.0,0.001144,0.001601,0.0,0.000152,0.000471,0.001371,0.010943
dr-ibt (tau=0),500.0,0.004659,0.004214,0.0,0.00102,0.003365,0.0076,0.02124
dm,500.0,0.381559,0.012597,0.345642,0.372258,0.381474,0.38976,0.422247
dr,500.0,0.001462,0.002055,0.0,0.000135,0.00062,0.001845,0.014999
mrdr,500.0,0.000383,0.00049,0.0,5.8e-05,0.000199,0.000535,0.003416
dr-os (oracle),500.0,0.001356,0.001913,0.0,0.00014,0.000584,0.001877,0.013301
dr-os,500.0,0.001356,0.001913,0.0,0.00014,0.000584,0.001877,0.013301
switch-dr (oracle),500.0,0.000961,0.001514,0.0,4.6e-05,0.000337,0.001215,0.011099
switch-dr,500.0,0.001462,0.002055,0.0,0.000135,0.00062,0.001845,0.014999
