,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002497,0.007018,0.0,1.4e-05,0.000239,0.001922,0.116405
dr-ibt,500.0,0.005413,0.008484,0.0,0.000483,0.002527,0.006588,0.09948
dr-ibt (tau=0),500.0,0.008582,0.012893,0.0,0.000902,0.003819,0.010695,0.118431
dm,500.0,0.327621,0.041952,0.206673,0.299805,0.326317,0.353945,0.472693
dr,500.0,0.014304,0.020855,0.0,0.001614,0.007149,0.017633,0.200134
mrdr,500.0,0.008275,0.012306,0.0,0.000856,0.00398,0.011017,0.123711
dr-os (oracle),500.0,0.013951,0.019861,0.0,0.001633,0.006986,0.017868,0.201682
dr-os,500.0,0.0141,0.02045,0.0,0.001633,0.006986,0.017868,0.201682
switch-dr (oracle),500.0,0.00917,0.015705,0.0,0.000775,0.003756,0.010926,0.200134
switch-dr,500.0,0.014304,0.020855,0.0,0.001614,0.007149,0.017633,0.200134
