,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.043824,0.035526,8e-06,0.014698,0.03775,0.063508,0.185228
dr-ibt,500.0,0.044017,0.036445,0.0,0.015624,0.036073,0.064978,0.211161
dr-ibt (tau=0),500.0,0.149652,0.032714,0.057714,0.128426,0.146901,0.168913,0.250745
dm,500.0,0.184371,0.034941,0.105441,0.159367,0.18286,0.20908,0.272546
dr,500.0,0.044613,0.039624,2e-06,0.01526,0.032808,0.06608,0.21543
mrdr,500.0,0.042155,0.040486,1.2e-05,0.01147,0.030973,0.058934,0.25592
dr-os (oracle),500.0,0.045778,0.040432,0.0,0.01577,0.036215,0.065499,0.30622
dr-os,500.0,0.045778,0.040432,0.0,0.01577,0.036215,0.065499,0.30622
switch-dr (oracle),500.0,0.041952,0.037252,0.0,0.012029,0.031297,0.064688,0.205474
switch-dr,500.0,0.043873,0.039968,2e-06,0.012104,0.034149,0.066919,0.263865
