,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002448,0.006354,0.0,1.5e-05,0.00019,0.00156,0.078021
dr-ibt,500.0,0.005056,0.008361,0.0,0.000417,0.001929,0.005771,0.060636
dr-ibt (tau=0),500.0,0.00771,0.011966,1e-06,0.00063,0.003072,0.01032,0.108337
dm,500.0,0.319783,0.040886,0.205002,0.293302,0.321068,0.346591,0.469587
dr,500.0,0.014132,0.020539,0.0,0.001532,0.00677,0.017464,0.162506
mrdr,500.0,0.008028,0.01075,0.0,0.001031,0.00368,0.010855,0.061283
dr-os (oracle),500.0,0.013331,0.01851,0.0,0.001395,0.00656,0.017786,0.119173
dr-os,500.0,0.01384,0.020016,0.0,0.001395,0.00656,0.017887,0.156593
switch-dr (oracle),500.0,0.009094,0.014885,0.0,0.000696,0.003006,0.010899,0.116117
switch-dr,500.0,0.014132,0.020539,0.0,0.001532,0.00677,0.017464,0.162506
