,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.033066,0.031227,0.0,0.010397,0.023497,0.046232,0.178605
dr-ibt,500.0,0.042949,0.037233,2e-06,0.016521,0.033889,0.058587,0.225822
dr-ibt (tau=0),500.0,0.048379,0.043391,0.0,0.01571,0.038043,0.067465,0.250746
dm,500.0,0.174688,0.033476,0.097391,0.151111,0.172166,0.195323,0.297173
dr,500.0,0.045372,0.039817,3.3e-05,0.015911,0.033991,0.065576,0.268129
mrdr,500.0,0.044823,0.039603,1e-06,0.014643,0.035012,0.062558,0.219644
dr-os (oracle),500.0,0.043611,0.035537,2e-06,0.016537,0.036797,0.061054,0.183421
dr-os,500.0,0.043613,0.035541,2e-06,0.016537,0.036797,0.061054,0.183421
switch-dr (oracle),500.0,0.041399,0.032762,0.0,0.016392,0.034843,0.059691,0.184989
switch-dr,500.0,0.042943,0.034006,1e-06,0.016895,0.036277,0.06143,0.184989
