,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.043456,0.03641,1e-06,0.012717,0.035781,0.064841,0.185177
dr-ibt,500.0,0.044967,0.038262,0.0,0.015988,0.035131,0.061615,0.216443
dr-ibt (tau=0),500.0,0.150666,0.032736,0.079392,0.126663,0.150589,0.172516,0.259145
dm,500.0,0.180956,0.033441,0.100566,0.156923,0.180112,0.20214,0.275717
dr,500.0,0.045914,0.041679,2e-06,0.013339,0.033675,0.067179,0.251042
mrdr,500.0,0.045652,0.045438,8e-06,0.01306,0.03173,0.062824,0.347803
dr-os (oracle),500.0,0.042404,0.03677,0.0,0.012049,0.034502,0.060272,0.218529
dr-os,500.0,0.042616,0.037762,0.0,0.012049,0.034502,0.060272,0.27937
switch-dr (oracle),500.0,0.0429,0.036595,0.0,0.015191,0.03458,0.061667,0.184536
switch-dr,500.0,0.0451,0.039306,0.0,0.015627,0.0357,0.064983,0.298812
