,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.037347,0.03323,0.0,0.01036,0.028659,0.054882,0.16926
dr-ibt,500.0,0.048706,0.041995,1.1e-05,0.016966,0.039207,0.068268,0.233873
dr-ibt (tau=0),500.0,0.053638,0.044327,2e-06,0.020112,0.042163,0.078065,0.238246
dm,500.0,0.183591,0.035689,0.093687,0.159559,0.182636,0.207423,0.300055
dr,500.0,0.043087,0.038094,0.0,0.014394,0.03313,0.064455,0.206511
mrdr,500.0,0.044291,0.042899,0.0,0.011524,0.032023,0.064562,0.262413
dr-os (oracle),500.0,0.044939,0.040054,9e-06,0.014152,0.036021,0.064677,0.249241
dr-os,500.0,0.045028,0.040423,9e-06,0.014152,0.036021,0.064677,0.258364
switch-dr (oracle),500.0,0.040778,0.033491,1e-06,0.013146,0.033941,0.059853,0.197912
switch-dr,500.0,0.042791,0.035476,1e-06,0.014734,0.034708,0.061015,0.197912
