,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.026563,0.020326,1e-06,0.011151,0.02245,0.039078,0.113487
dr-ibt,500.0,0.039275,0.022511,0.002675,0.022323,0.03519,0.051276,0.140199
dr-ibt (tau=0),500.0,0.040129,0.03741,1e-06,0.012996,0.029857,0.05902,0.330024
dm,500.0,0.193647,0.021293,0.137952,0.180037,0.192717,0.208009,0.261523
dr,500.0,0.040798,0.021906,0.000107,0.024576,0.038655,0.054584,0.139176
mrdr,500.0,0.039601,0.023754,7e-05,0.022583,0.036387,0.053776,0.126361
dr-os (oracle),500.0,0.041265,0.022717,0.001099,0.024245,0.038325,0.053144,0.134179
dr-os,500.0,0.041265,0.022717,0.001099,0.024245,0.038325,0.053144,0.134179
switch-dr (oracle),500.0,0.039991,0.021584,5.5e-05,0.0235,0.036364,0.052762,0.12341
switch-dr,500.0,0.040412,0.021784,5.5e-05,0.023606,0.036523,0.053506,0.12341
