,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.022151,0.016226,0.0,0.007596,0.022133,0.033538,0.066713
dr-ibt,500.0,0.035209,0.011023,0.009659,0.027776,0.034726,0.042683,0.074496
dr-ibt (tau=0),500.0,0.050942,0.056547,0.0,0.00878,0.032123,0.071816,0.305779
dm,500.0,0.195111,0.010689,0.164062,0.187529,0.195302,0.202013,0.231844
dr,500.0,0.035889,0.010717,0.008294,0.028495,0.035322,0.042482,0.078676
mrdr,500.0,0.035736,0.01004,0.011273,0.028847,0.034966,0.042122,0.068862
dr-os (oracle),500.0,0.036978,0.010604,0.012822,0.02966,0.035732,0.044143,0.0727
dr-os,500.0,0.036978,0.010604,0.012822,0.02966,0.035732,0.044143,0.0727
switch-dr (oracle),500.0,0.036374,0.010543,0.012255,0.028731,0.035658,0.04321,0.069127
switch-dr,500.0,0.036477,0.010581,0.012255,0.028762,0.035882,0.043471,0.070751
