,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.039325,0.031585,0.0,0.015122,0.031606,0.054753,0.188512
dr-ibt,500.0,0.047496,0.037803,7e-06,0.018239,0.038801,0.068353,0.19076
dr-ibt (tau=0),500.0,0.052255,0.036325,1e-05,0.025263,0.043724,0.071013,0.234608
dm,500.0,0.178991,0.033976,0.09545,0.15475,0.177634,0.199701,0.306975
dr,500.0,0.046221,0.037162,4e-06,0.016921,0.038402,0.064619,0.227286
mrdr,500.0,0.044781,0.038251,0.0,0.015123,0.036334,0.064357,0.250903
dr-os (oracle),500.0,0.048008,0.037475,6e-06,0.018314,0.039505,0.069303,0.194397
dr-os,500.0,0.048081,0.037767,6e-06,0.018314,0.039505,0.069303,0.222238
switch-dr (oracle),500.0,0.045577,0.037462,8e-06,0.01794,0.036544,0.064015,0.237821
switch-dr,500.0,0.046993,0.038576,8e-06,0.018915,0.0369,0.064513,0.237821
