,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,4.9e-05,0.000154,0.0,1e-06,5e-06,2.3e-05,0.001622
dr-ibt,500.0,0.001218,0.001603,0.0,0.000126,0.000622,0.001755,0.011021
dr-ibt (tau=0),500.0,0.004603,0.003907,0.0,0.001104,0.003926,0.00714,0.016454
dm,500.0,0.395953,0.012468,0.362681,0.387578,0.395544,0.404467,0.434399
dr,500.0,0.001385,0.001785,0.0,0.000178,0.000681,0.001842,0.009244
mrdr,500.0,0.000307,0.000396,0.0,3.3e-05,0.000146,0.000432,0.002503
dr-os (oracle),500.0,0.001344,0.001669,0.0,0.000158,0.00074,0.001828,0.009697
dr-os,500.0,0.001344,0.001669,0.0,0.000158,0.00074,0.001828,0.009697
switch-dr (oracle),500.0,0.00094,0.001362,0.0,8.2e-05,0.000424,0.001113,0.008635
switch-dr,500.0,0.001385,0.001785,0.0,0.000178,0.000681,0.001842,0.009244
