,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.029932,0.018404,1.3e-05,0.016058,0.02727,0.03972,0.103025
dr-ibt,500.0,0.037892,0.02375,0.000163,0.021069,0.033639,0.050548,0.12767
dr-ibt (tau=0),500.0,0.035292,0.023172,1.5e-05,0.018575,0.031576,0.047415,0.143411
dm,500.0,0.186971,0.021394,0.124199,0.172147,0.185073,0.200567,0.262121
dr,500.0,0.038333,0.021239,0.000206,0.022219,0.036723,0.050109,0.12496
mrdr,500.0,0.038278,0.024128,0.001249,0.020184,0.034655,0.05116,0.17873
dr-os (oracle),500.0,0.039495,0.021581,0.0,0.023569,0.036545,0.052456,0.153544
dr-os,500.0,0.039495,0.021581,0.0,0.023569,0.036545,0.052456,0.153544
switch-dr (oracle),500.0,0.036855,0.020838,0.0,0.020774,0.034888,0.049281,0.10525
switch-dr,500.0,0.037372,0.021051,0.0,0.021041,0.035284,0.050122,0.10525
