,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.030712,0.010128,0.008378,0.023636,0.029789,0.036387,0.066665
dr-ibt,500.0,0.030332,0.010174,0.008689,0.02349,0.029067,0.036155,0.068361
dr-ibt (tau=0),500.0,0.151536,0.009379,0.114191,0.14501,0.151492,0.157755,0.185522
dm,500.0,0.183496,0.009865,0.153616,0.176578,0.18333,0.190277,0.21589
dr,500.0,0.030644,0.01015,0.008262,0.023651,0.029396,0.036629,0.068886
mrdr,500.0,0.030231,0.009018,0.007453,0.023588,0.029452,0.035625,0.067803
dr-os (oracle),500.0,0.031614,0.010307,0.008107,0.024085,0.03105,0.037862,0.073168
dr-os,500.0,0.031614,0.010307,0.008107,0.024085,0.03105,0.037862,0.073168
switch-dr (oracle),500.0,0.031105,0.010471,0.005917,0.023909,0.030513,0.037494,0.064499
switch-dr,500.0,0.031153,0.010501,0.005917,0.023909,0.030655,0.037494,0.065148
