,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.032746,0.029899,0.0,0.010468,0.026056,0.044684,0.156044
dr-ibt,500.0,0.044193,0.036013,3e-06,0.016923,0.036273,0.059639,0.177502
dr-ibt (tau=0),500.0,0.080832,0.06523,0.00011,0.030626,0.062925,0.114138,0.381678
dm,500.0,0.173918,0.034442,0.084093,0.149218,0.1738,0.195984,0.289774
dr,500.0,0.040848,0.033807,3.7e-05,0.015929,0.032826,0.058252,0.193518
mrdr,500.0,0.042195,0.03978,6e-06,0.013651,0.031667,0.056924,0.275308
dr-os (oracle),500.0,0.041853,0.03487,3e-06,0.012949,0.034775,0.063342,0.191985
dr-os,500.0,0.041868,0.034908,3e-06,0.012949,0.034775,0.063342,0.192446
switch-dr (oracle),500.0,0.039528,0.03462,0.0,0.014223,0.03078,0.055878,0.261413
switch-dr,500.0,0.041825,0.037326,0.0,0.015517,0.031492,0.058094,0.277892
