,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000156,0.000336,0.0,1e-06,1.5e-05,0.000129,0.002619
dr-ibt,500.0,0.00162,0.00217,0.0,0.000116,0.000621,0.002305,0.011044
dr-ibt (tau=0),500.0,0.005733,0.005064,0.0,0.001255,0.004517,0.00952,0.024255
dm,500.0,0.368222,0.01247,0.334528,0.359315,0.368544,0.376711,0.406268
dr,500.0,0.001794,0.002362,0.0,0.000144,0.000875,0.002394,0.011902
mrdr,500.0,0.000811,0.000775,0.0,0.000188,0.000619,0.001218,0.004342
dr-os (oracle),500.0,0.001534,0.002045,0.0,0.000118,0.000658,0.002061,0.010111
dr-os,500.0,0.001534,0.002045,0.0,0.000118,0.000658,0.002061,0.010111
switch-dr (oracle),500.0,0.000688,0.001133,0.0,2.2e-05,0.000187,0.000841,0.008056
switch-dr,500.0,0.001794,0.002362,0.0,0.000144,0.000875,0.002394,0.011902
