,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.029864,0.009835,0.005469,0.022785,0.029448,0.035855,0.075243
dr-ibt,500.0,0.030303,0.009754,0.006064,0.023681,0.03007,0.035959,0.073388
dr-ibt (tau=0),500.0,0.145954,0.010112,0.116177,0.139283,0.145682,0.15304,0.173261
dm,500.0,0.180195,0.010196,0.153374,0.172831,0.180011,0.187137,0.215604
dr,500.0,0.030096,0.009382,0.00935,0.022877,0.029319,0.036376,0.057641
mrdr,500.0,0.029647,0.008482,0.008019,0.023899,0.028818,0.035013,0.058248
dr-os (oracle),500.0,0.031648,0.009583,0.008267,0.025109,0.031067,0.037397,0.064527
dr-os,500.0,0.031648,0.009583,0.008267,0.025109,0.031067,0.037397,0.064527
switch-dr (oracle),500.0,0.030343,0.009417,0.009442,0.023588,0.029826,0.036143,0.074847
switch-dr,500.0,0.030539,0.009501,0.009998,0.023759,0.029883,0.036297,0.075301
