,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.025374,0.014051,1e-06,0.013811,0.025221,0.034787,0.066778
dr-ibt,500.0,0.036528,0.010681,0.014273,0.029418,0.035673,0.043027,0.071233
dr-ibt (tau=0),500.0,0.036115,0.02925,1.9e-05,0.014231,0.028603,0.049917,0.175866
dm,500.0,0.194043,0.010469,0.167155,0.186495,0.193891,0.201235,0.227341
dr,500.0,0.037334,0.010378,0.008768,0.029706,0.036552,0.044206,0.074805
mrdr,500.0,0.036667,0.009469,0.012918,0.029511,0.036147,0.042695,0.067691
dr-os (oracle),500.0,0.037714,0.010201,0.008283,0.030187,0.03736,0.044438,0.070562
dr-os,500.0,0.037714,0.010201,0.008283,0.030187,0.03736,0.044438,0.070562
switch-dr (oracle),500.0,0.036194,0.009896,0.012846,0.02924,0.035252,0.042436,0.066241
switch-dr,500.0,0.036307,0.00992,0.012846,0.029423,0.03541,0.042677,0.066241
