,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.030126,0.017159,0.000147,0.01689,0.028152,0.039526,0.092872
dr-ibt,500.0,0.0402,0.023225,0.001614,0.023749,0.035438,0.053029,0.138306
dr-ibt (tau=0),500.0,0.035338,0.020902,0.000147,0.0187,0.032596,0.047498,0.13849
dm,500.0,0.197375,0.021619,0.138971,0.182308,0.196342,0.210797,0.266793
dr,500.0,0.041341,0.022933,0.000625,0.024312,0.037779,0.054719,0.1569
mrdr,500.0,0.041336,0.025507,0.001357,0.022137,0.036606,0.055214,0.151358
dr-os (oracle),500.0,0.039722,0.022483,0.000128,0.022926,0.036825,0.052173,0.114694
dr-os,500.0,0.039722,0.022483,0.000128,0.022926,0.036825,0.052173,0.114694
switch-dr (oracle),500.0,0.040786,0.023239,5e-06,0.022913,0.038394,0.053848,0.122931
switch-dr,500.0,0.041304,0.023525,5e-06,0.023055,0.038642,0.055721,0.122931
