,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.039497,0.035171,2.3e-05,0.013825,0.030524,0.054701,0.190894
dr-ibt,500.0,0.04155,0.038631,1.3e-05,0.014449,0.029678,0.056309,0.21452
dr-ibt (tau=0),500.0,0.141385,0.031932,0.048186,0.119961,0.139181,0.162437,0.240597
dm,500.0,0.175625,0.0354,0.072456,0.14932,0.174914,0.200614,0.277831
dr,500.0,0.043351,0.036128,0.0,0.014375,0.035953,0.063508,0.231182
mrdr,500.0,0.042949,0.039327,2.4e-05,0.014792,0.030902,0.059433,0.238095
dr-os (oracle),500.0,0.041827,0.036274,0.0,0.013163,0.032765,0.063032,0.188575
dr-os,500.0,0.041893,0.036456,0.0,0.013163,0.032765,0.063032,0.188575
switch-dr (oracle),500.0,0.040632,0.035213,0.0,0.013346,0.033384,0.058425,0.197556
switch-dr,500.0,0.042601,0.037112,1e-06,0.014186,0.034179,0.061198,0.207375
