,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00212,0.004458,0.0,7e-06,0.000136,0.001954,0.034376
dr-ibt,500.0,0.005149,0.007377,0.0,0.000464,0.002235,0.006997,0.057253
dr-ibt (tau=0),500.0,0.007763,0.011833,0.0,0.000738,0.003368,0.010151,0.105172
dm,500.0,0.33615,0.042996,0.221112,0.304968,0.335528,0.361299,0.465507
dr,500.0,0.015138,0.019629,0.0,0.001645,0.007385,0.020396,0.137777
mrdr,500.0,0.007772,0.010133,0.0,0.000757,0.003705,0.010953,0.069363
dr-os (oracle),500.0,0.014896,0.019035,1e-06,0.001726,0.007211,0.021045,0.114527
dr-os,500.0,0.014949,0.019316,1e-06,0.001726,0.007211,0.021045,0.130551
switch-dr (oracle),500.0,0.010473,0.015878,0.0,0.000935,0.003858,0.012642,0.11229
switch-dr,500.0,0.015138,0.019629,0.0,0.001645,0.007385,0.020396,0.137777
