,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,9e-05,0.000212,0.0,1e-06,8e-06,5e-05,0.001691
dr-ibt,500.0,0.001278,0.001754,0.0,0.000143,0.000612,0.001562,0.011537
dr-ibt (tau=0),500.0,0.005364,0.004556,0.0,0.0013,0.00417,0.008913,0.01838
dm,500.0,0.367509,0.012224,0.329105,0.358962,0.367428,0.375332,0.404922
dr,500.0,0.001397,0.001919,0.0,0.000135,0.000636,0.001814,0.010709
mrdr,500.0,0.000395,0.000463,0.0,4.2e-05,0.000219,0.000615,0.002638
dr-os (oracle),500.0,0.001284,0.00177,0.0,0.000141,0.000596,0.001624,0.009546
dr-os,500.0,0.001284,0.00177,0.0,0.000141,0.000596,0.001624,0.009546
switch-dr (oracle),500.0,0.000795,0.00128,0.0,5.7e-05,0.000274,0.001039,0.008014
switch-dr,500.0,0.001397,0.001919,0.0,0.000135,0.000636,0.001814,0.010709
