,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.034699,0.030814,0.0,0.012325,0.027481,0.048851,0.192818
dr-ibt,500.0,0.044137,0.039283,0.0,0.015678,0.033058,0.061449,0.235524
dr-ibt (tau=0),500.0,0.047152,0.034968,0.0,0.021629,0.039546,0.064167,0.223531
dm,500.0,0.170936,0.032662,0.077064,0.148884,0.172017,0.193708,0.27199
dr,500.0,0.037898,0.032857,0.0,0.011648,0.03076,0.056407,0.212528
mrdr,500.0,0.039603,0.037098,1e-06,0.010341,0.031145,0.057255,0.199613
dr-os (oracle),500.0,0.042798,0.037421,5e-06,0.012686,0.034346,0.06158,0.197836
dr-os,500.0,0.042843,0.037586,5e-06,0.012686,0.034346,0.06158,0.213652
switch-dr (oracle),500.0,0.038052,0.033015,0.0,0.012292,0.03039,0.05575,0.197281
switch-dr,500.0,0.040213,0.034918,2e-06,0.013176,0.031531,0.059119,0.197281
