,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002558,0.006592,0.0,2.4e-05,0.000274,0.002201,0.080599
dr-ibt,500.0,0.004714,0.007698,0.0,0.000412,0.001991,0.005504,0.085718
dr-ibt (tau=0),500.0,0.00835,0.012621,0.0,0.000706,0.003475,0.010571,0.121414
dm,500.0,0.340536,0.043321,0.179553,0.312223,0.34073,0.365606,0.466855
dr,500.0,0.01428,0.020235,0.0,0.001501,0.006324,0.019212,0.171058
mrdr,500.0,0.00729,0.00974,0.0,0.00088,0.003668,0.009705,0.072738
dr-os (oracle),500.0,0.013556,0.018135,0.0,0.001383,0.00629,0.019347,0.157441
dr-os,500.0,0.014057,0.019912,0.0,0.001383,0.00629,0.019347,0.163523
switch-dr (oracle),500.0,0.009628,0.015967,0.0,0.000536,0.003106,0.011743,0.155697
switch-dr,500.0,0.01428,0.020235,0.0,0.001501,0.006324,0.019212,0.171058
