,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.3e-05,0.000186,0.0,1e-06,7e-06,3.7e-05,0.00122
dr-ibt,500.0,0.001271,0.001648,0.0,0.00012,0.000622,0.001743,0.010477
dr-ibt (tau=0),500.0,0.004442,0.004414,0.0,0.000641,0.003017,0.006972,0.018014
dm,500.0,0.374645,0.012371,0.342603,0.366353,0.373916,0.38377,0.412999
dr,500.0,0.001316,0.001712,0.0,0.000177,0.000648,0.001785,0.009552
mrdr,500.0,0.000378,0.000476,0.0,4.7e-05,0.000194,0.00052,0.003012
dr-os (oracle),500.0,0.001247,0.00162,0.0,0.000163,0.000572,0.001746,0.008403
dr-os,500.0,0.001247,0.00162,0.0,0.000163,0.000572,0.001746,0.008403
switch-dr (oracle),500.0,0.00093,0.001348,0.0,6.9e-05,0.000363,0.001256,0.008248
switch-dr,500.0,0.001316,0.001712,0.0,0.000177,0.000648,0.001785,0.009552
