,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000411,0.001116,0.0,1e-06,1e-05,0.000153,0.009521
dr-ibt,500.0,0.002053,0.003186,0.0,0.000178,0.000796,0.002521,0.02768
dr-ibt (tau=0),500.0,0.002034,0.002813,0.0,0.000153,0.000842,0.002803,0.018428
dm,500.0,0.38731,0.025253,0.304261,0.370214,0.388291,0.40574,0.485623
dr,500.0,0.005648,0.00779,1e-06,0.000588,0.002472,0.007817,0.06511
mrdr,500.0,0.002375,0.003328,0.0,0.000242,0.00102,0.003049,0.027122
dr-os (oracle),500.0,0.005586,0.007746,0.0,0.000596,0.002488,0.007829,0.067554
dr-os,500.0,0.005586,0.007746,0.0,0.000596,0.002488,0.007829,0.067554
switch-dr (oracle),500.0,0.003807,0.006616,0.0,0.000241,0.00127,0.004435,0.06511
switch-dr,500.0,0.005648,0.00779,1e-06,0.000588,0.002472,0.007817,0.06511
