,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.4e-05,0.000191,0.0,1e-06,7e-06,4.1e-05,0.001912
dr-ibt,500.0,0.000987,0.001351,0.0,8.6e-05,0.00049,0.001283,0.008325
dr-ibt (tau=0),500.0,0.00415,0.004187,0.0,0.000706,0.002658,0.006613,0.017673
dm,500.0,0.390639,0.012485,0.345403,0.382137,0.390658,0.397944,0.429631
dr,500.0,0.001266,0.001764,0.0,0.000142,0.000561,0.00166,0.011048
mrdr,500.0,0.000228,0.000304,0.0,2.9e-05,0.000113,0.000302,0.001915
dr-os (oracle),500.0,0.00129,0.001807,0.0,0.00012,0.000606,0.00171,0.011901
dr-os,500.0,0.00129,0.001807,0.0,0.00012,0.000606,0.00171,0.011901
switch-dr (oracle),500.0,0.000884,0.001455,0.0,4.7e-05,0.00028,0.001086,0.010801
switch-dr,500.0,0.001266,0.001764,0.0,0.000142,0.000561,0.00166,0.011048
