,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001565,0.003407,0.0,4e-06,9.8e-05,0.001289,0.025529
dr-ibt,500.0,0.005894,0.024206,0.0,0.000523,0.002205,0.006489,0.522084
dr-ibt (tau=0),500.0,0.007221,0.008447,0.0,0.000974,0.003707,0.010969,0.053458
dm,500.0,0.00395,0.004,0.0,0.000778,0.002813,0.005974,0.022416
dr,500.0,0.008525,0.048194,0.0,0.000487,0.002367,0.008012,1.0
mrdr,500.0,0.00823,0.045272,0.0,0.000501,0.002705,0.008828,1.0
dr-os (oracle),500.0,0.000444,0.001207,0.0,7e-06,3.3e-05,0.000171,0.009569
dr-os,500.0,0.00493,0.006933,0.0,0.000446,0.002154,0.006401,0.051256
switch-dr (oracle),500.0,0.000505,0.001494,0.0,7e-06,6.2e-05,0.000317,0.01705
switch-dr,500.0,0.007738,0.045832,0.0,0.000604,0.002197,0.007037,1.0
